Ping_Timestamp_NZ,URL,Status,HTTP_Code,DNS_TLD,nca_registration_date,modification_date
2025-06-13 22:00:37 NZST,https://kofrex.com,Not Alive,Error,com,2025-05-27,2025-06-03
2025-06-13 22:00:37 NZST,https://lemip.com,Status 403,403,com,2025-05-27,2025-06-03
2025-06-13 22:00:38 NZST,https://menotar.com,Status 403,403,com,2025-05-27,2025-06-03
2025-06-13 22:00:38 NZST,https://neloax.com,Status 403,403,com,2025-05-27,2025-06-03
2025-06-13 22:00:39 NZST,https://nonaf.com,Status 403,403,com,2025-05-27,2025-06-03
2025-06-13 22:00:40 NZST,https://paycommoney.top,Not Alive,Error,top,2025-05-27,2025-06-03
2025-06-13 22:00:40 NZST,https://raeex.com,Status 403,403,com,2025-05-27,2025-06-03
2025-06-13 22:00:41 NZST,https://relutor.com,Status 403,403,com,2025-05-27,2025-06-03
2025-06-13 22:00:41 NZST,https://rexwox.com,Status 403,403,com,2025-05-27,2025-06-03
2025-06-13 22:00:42 NZST,https://socfo.com,Status 403,403,com,2025-05-27,2025-06-03
2025-06-13 22:00:42 NZST,https://spcaex.best,Not Alive,Error,best,2025-05-27,2025-06-03
2025-06-13 22:00:43 NZST,https://vexusbit.com,Status 403,403,com,2025-05-27,2025-06-03
2025-06-13 22:00:44 NZST,https://viaxbit.com,Status 403,403,com,2025-05-27,2025-06-03
2025-06-13 22:00:44 NZST,https://vlunur.com,Not Alive,Error,com,2025-05-27,2025-06-03
2025-06-13 22:00:45 NZST,https://wazanex.com,Status 403,403,com,2025-05-27,2025-06-03
2025-06-13 22:00:45 NZST,https://welamex.com,Status 403,403,com,2025-05-27,2025-06-03
2025-06-13 22:00:46 NZST,https://xanory.com,Status 403,403,com,2025-05-27,2025-06-03
2025-06-13 22:00:46 NZST,https://xprobit.com,Not Alive,Error,com,2025-05-27,2025-06-03
2025-06-13 22:00:48 NZST,https://xraize.com,Not Alive,Error,com,2025-05-27,2025-06-03
2025-06-13 22:00:49 NZST,https://xtapbit.com,Not Alive,Error,com,2025-05-27,2025-06-03
2025-06-13 22:00:49 NZST,https://xvairo.com,Not Alive,Error,com,2025-05-27,2025-06-03
2025-06-13 22:00:50 NZST,https://xzors.com,Status 403,403,com,2025-05-27,2025-06-03
2025-06-13 22:00:51 NZST,https://zmorax.com,Status 403,403,com,2025-05-27,2025-06-03
2025-06-13 22:00:51 NZST,https://wcgdeposits.com,Not Alive,Error,com,2025-05-22,2025-06-03
2025-06-13 22:00:52 NZST,https://wcgdeposits.com/index.php?lang=en,Not Alive,Error,com,2025-05-22,2025-06-03
2025-06-13 22:00:52 NZST,https://wcgeconomic.com,Not Alive,Error,com,2025-05-22,2025-06-03
2025-06-13 22:00:53 NZST,https://wcgeconomic.com/index.php?lang=en,Not Alive,Error,com,2025-05-22,2025-06-03
2025-06-13 22:00:53 NZST,https://verbofx.com,Not Alive,Error,com,2025-05-22,2025-06-03
2025-06-13 22:00:54 NZST,https://user.verbofx.com/member/login/view,Not Alive,Error,com,2025-05-22,2025-06-03
2025-06-13 22:00:54 NZST,https://verbo-fx.com,Not Alive,Error,com,2025-05-22,2025-06-03
2025-06-13 22:00:55 NZST,https://verbo-fx.com/index.php?lang=en,Not Alive,Error,com,2025-05-22,2025-06-03
2025-06-13 22:00:55 NZST,https://verbo-market.com,Not Alive,Error,com,2025-05-22,2025-06-03
2025-06-13 22:00:57 NZST,https://junshengfx.net,Alive,200,net,2025-05-22,2025-06-03
2025-06-13 22:00:59 NZST,https://junshengfx.club,Alive,200,club,2025-05-22,2025-06-03
2025-06-13 22:01:00 NZST,https://faze.capital,Not Alive,Error,capital,2025-05-16,2025-05-21
2025-06-13 22:01:00 NZST,https://soft-cloudltd.com,Not Alive,Error,com,2025-05-14,2025-05-21
2025-06-13 22:01:01 NZST,https://capitalonlineprofit.com,Not Alive,Error,com,2025-05-05,2025-05-21
2025-06-13 22:01:02 NZST,https://zi-mining.com,Not Alive,Error,com,2025-05-05,2025-05-21
2025-06-13 22:01:02 NZST,https://xemifx-markets.com,Not Alive,Error,com,2025-05-05,2025-05-21
2025-06-13 22:01:03 NZST,https://xc-easyoptions.com,Not Alive,Error,com,2025-05-05,2025-05-21
2025-06-13 22:01:03 NZST,https://vitalfxtrades.com,Not Alive,Error,com,2025-05-05,2025-05-21
2025-06-13 22:01:04 NZST,https://vaststrategytrades.com,Not Alive,Error,com,2025-05-05,2025-05-21
2025-06-13 22:01:05 NZST,https://vasttradenetwork.com,Not Alive,Error,com,2025-05-05,2025-05-21
2025-06-13 22:01:06 NZST,https://uniqueexpfx.info,Not Alive,Error,info,2025-05-05,2025-05-21
2025-06-13 22:01:06 NZST,https://uniquetradenetwork.com,Not Alive,Error,com,2025-05-05,2025-05-21
2025-06-13 22:01:07 NZST,https://turbocryptinvestintl.com,Not Alive,Error,com,2025-05-05,2025-05-21
2025-06-13 22:01:10 NZST,https://tradequext.com,Not Alive,Error,com,2025-05-05,2025-05-21
2025-06-13 22:01:11 NZST,https://tradesfxvista.com,Not Alive,Error,com,2025-05-05,2025-05-21
2025-06-13 22:01:12 NZST,https://tp-tasklimited.com,Alive,200,com,2025-05-05,2025-05-21
2025-06-13 22:01:12 NZST,https://tmfxtrading.com,Not Alive,Error,com,2025-05-05,2025-05-21
2025-06-13 22:01:13 NZST,https://swiftnextrade.com,Status 410,410,com,2025-05-05,2025-05-21
2025-06-13 22:01:13 NZST,https://swiftmavericks.com,Not Alive,Error,com,2025-05-05,2025-05-21
2025-06-13 22:01:14 NZST,https://supabinances.com,Not Alive,Error,com,2025-05-05,2025-05-21
2025-06-13 22:01:15 NZST,https://sucextrade.com,Not Alive,Error,com,2025-05-05,2025-05-21
2025-06-13 22:01:15 NZST,https://sotremfxoption.live,Not Alive,Error,live,2025-05-05,2025-05-21
2025-06-13 22:01:16 NZST,https://safecryptominingfx.net,Not Alive,Error,net,2025-05-05,2025-05-21
2025-06-13 22:01:16 NZST,https://primeoptionsmarket.com,Not Alive,Error,com,2025-05-05,2025-05-21
2025-06-13 22:01:17 NZST,https://oxcoinfxoption.com,Not Alive,Error,com,2025-05-05,2025-05-21
2025-06-13 22:01:18 NZST,https://opensigonline.com,Not Alive,Error,com,2025-05-05,2025-05-21
2025-06-13 22:01:19 NZST,https://nothernsidecapital.com,Not Alive,Error,com,2025-05-05,2025-05-21
2025-06-13 22:01:19 NZST,https://megacoinsindex.com,Alive,200,com,2025-05-05,2025-05-21
2025-06-13 22:01:20 NZST,https://marketfxmovers.com,Not Alive,Error,com,2025-05-05,2025-05-21
2025-06-13 22:01:20 NZST,https://makotopoption.com,Not Alive,Error,com,2025-05-05,2025-05-21
2025-06-13 22:01:24 NZST,https://kdliteoption.com,Not Alive,Error,com,2025-05-05,2025-05-21
2025-06-13 22:01:24 NZST,https://infinite-miners.co.in,Status 410,410,co.in,2025-05-05,2025-05-21
2025-06-13 22:01:25 NZST,https://infinite-miners.co.in,Status 410,410,co.in,2025-05-05,2025-05-21
2025-06-13 22:01:25 NZST,https://globalultimatetrade.com,Not Alive,Error,com,2025-05-05,2025-05-21
2025-06-13 22:01:26 NZST,https://globaltradingnex.com,Not Alive,Error,com,2025-05-05,2025-05-21
2025-06-13 22:01:27 NZST,https://gemitrafxoption.com,Not Alive,Error,com,2025-05-05,2025-05-21
2025-06-13 22:01:27 NZST,https://gananciaoptions.com,Not Alive,Error,com,2025-05-05,2025-05-21
2025-06-13 22:01:28 NZST,https://fxfacebooktrade.net,Not Alive,Error,net,2025-05-05,2025-05-21
2025-06-13 22:01:33 NZST,https://frettrading.com,Not Alive,Error,com,2025-05-05,2025-05-21
2025-06-13 22:01:34 NZST,https://forexfacebooktrading.com,Not Alive,Error,com,2025-05-05,2025-05-21
2025-06-13 22:01:34 NZST,https://forexforgemining.com,Not Alive,Error,com,2025-05-05,2025-05-20
2025-06-13 22:01:35 NZST,https://forexfacebooktrades.com,Not Alive,Error,com,2025-05-05,2025-05-20
2025-06-13 22:01:36 NZST,https://firstworldcrypto.com,Not Alive,Error,com,2025-05-05,2025-05-20
2025-06-13 22:01:36 NZST,https://firstlighttrade.com,Not Alive,Error,com,2025-05-05,2025-05-20
2025-06-13 22:01:37 NZST,https://fastlinkfx.com,Not Alive,Error,com,2025-05-05,2025-05-20
2025-06-13 22:01:37 NZST,https://fastgrowtrade.com,Not Alive,Error,com,2025-05-05,2025-05-20
2025-06-13 22:01:38 NZST,https://facebooklforextrade.com,Not Alive,Error,com,2025-05-05,2025-05-20
2025-06-13 22:01:38 NZST,https://excelprooption.com,Not Alive,Error,com,2025-05-05,2025-05-20
2025-06-13 22:01:39 NZST,https://elitevistaoptions.com,Not Alive,Error,com,2025-05-05,2025-05-20
2025-06-13 22:01:39 NZST,https://elitemaxtrade.com,Not Alive,Error,com,2025-05-05,2025-05-20
2025-06-13 22:01:40 NZST,https://edgeflextrade.com,Not Alive,Error,com,2025-05-05,2025-05-20
2025-06-13 22:01:40 NZST,https://digitaldailyprofit247.com,Not Alive,Error,com,2025-05-05,2025-05-20
2025-06-13 22:01:46 NZST,https://digitalfx.pythonanywhere.com,Not Alive,Error,com,2025-05-05,2025-05-20
2025-06-13 22:01:46 NZST,https://dailytradingoptions.com,Not Alive,Error,com,2025-05-05,2025-05-20
2025-06-13 22:01:48 NZST,https://kryptoworld-fx.com,Alive,200,com,2025-05-05,2025-05-20
2025-06-13 22:01:48 NZST,https://cryptoavaearning.com,Not Alive,Error,com,2025-05-05,2025-05-20
2025-06-13 22:01:49 NZST,https://choicestandoutsyndicate.com,Not Alive,Error,com,2025-05-05,2025-05-20
2025-06-13 22:01:49 NZST,https://capitalonlineprofit.com/home/en/,Not Alive,Error,com,2025-05-05,2025-05-20
2025-06-13 22:01:50 NZST,https://calidchainfinance.com,Not Alive,Error,com,2025-05-05,2025-05-20
2025-06-13 22:01:50 NZST,https://bitprimefxtrading.com,Not Alive,Error,com,2025-05-05,2025-05-20
2025-06-13 22:01:52 NZST,https://coinvaxcapital.com,Alive,200,com,2025-05-05,2025-05-20
2025-06-13 22:01:52 NZST,https://moomooinvestment.com,Alive,200,com,2025-05-05,2025-05-20
2025-06-13 22:01:55 NZST,https://axiomtradings.com,Alive,200,com,2025-05-05,2025-05-20
2025-06-13 22:01:57 NZST,https://assetssphere.com,Not Alive,Error,com,2025-05-05,2025-05-20
2025-06-13 22:01:58 NZST,https://alpalsignals.com,Alive,200,com,2025-05-05,2025-05-20
2025-06-13 22:01:58 NZST,https://aicoremarkets.com,Not Alive,Error,com,2025-05-05,2025-05-20
2025-06-13 22:01:59 NZST,https://advanceprimetrader.com,Not Alive,Error,com,2025-05-05,2025-05-20
2025-06-13 22:01:59 NZST,https://247primesummit.com,Not Alive,Error,com,2025-05-05,2025-05-20
2025-06-13 22:02:00 NZST,https://10xtradingtimeoptionsv3.com,Not Alive,Error,com,2025-05-05,2025-05-20
2025-06-13 22:02:01 NZST,https://harbourassetmgt.org,Alive,200,org,2025-05-19,2025-05-19
2025-06-13 22:02:05 NZST,https://bennetinvestment.com,Alive,200,com,2025-05-13,2025-05-13
2025-06-13 22:02:06 NZST,https://smartfactoryfx.com,Not Alive,Error,com,2025-05-12,2025-05-26
2025-06-13 22:02:06 NZST,https://247-smartfactory.com,Status 403,403,com,2025-05-12,2025-05-26
2025-06-13 22:02:08 NZST,https://homnifi.com,Alive,200,com,2025-05-09,2025-05-13
2025-06-13 22:02:09 NZST,https://b2pay.app,Alive,200,app,2025-05-09,2025-05-13
2025-06-13 22:02:10 NZST,https://shiiro.com,Alive,200,com,2025-05-09,2025-05-13
2025-06-13 22:02:11 NZST,https://xpro.gitbook.io,Alive,200,io,2025-05-09,2025-05-13
2025-06-13 22:02:14 NZST,https://xbackoffice.myxpro.app,Status 500,500,app,2025-05-09,2025-05-13
2025-06-13 22:02:15 NZST,https://capitalsxplus.com,Status 403,403,com,2025-05-06,2025-05-09
2025-06-13 22:02:16 NZST,https://zodiamarkets.vip,Not Alive,Error,vip,2025-02-17,2025-05-09
2025-06-13 22:02:16 NZST,https://ylchat.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-06-13 22:02:17 NZST,https://aaaxmcfd.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-06-13 22:02:17 NZST,https://aaaxmglomarkets.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-06-13 22:02:18 NZST,https://xchar.cc,Not Alive,Error,cc,2025-02-17,2025-05-09
2025-06-13 22:02:20 NZST,https://v3option.com,Alive,200,com,2025-02-17,2025-05-09
2025-06-13 22:02:20 NZST,https://trademx365.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-06-13 22:02:26 NZST,https://catradeteinc.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-06-13 22:02:27 NZST,https://trademate.pro,Not Alive,Error,pro,2025-02-17,2025-05-09
2025-06-13 22:02:27 NZST,https://tradematemx.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-06-13 22:02:28 NZST,https://tpcmetatrader.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-06-13 22:02:28 NZST,https://tmgmltd.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-06-13 22:02:29 NZST,https://temaketltd.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-06-13 22:02:29 NZST,https://tauforex.net,Not Alive,Error,net,2025-02-17,2025-05-09
2025-06-13 22:02:30 NZST,https://tasmaltd.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-06-13 22:02:30 NZST,https://tasmanltd.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-06-13 22:02:31 NZST,https://straitsfxvip.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-06-13 22:02:31 NZST,https://straitsfx.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-06-13 22:02:32 NZST,https://stockfxmarkets.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-06-13 22:02:33 NZST,https://pcssgapro.gdcyls.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-06-13 22:02:34 NZST,https://pcssgapro.glennallan.com,Alive,200,com,2025-02-17,2025-05-09
2025-06-13 22:02:34 NZST,https://sqlqdmarts.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-06-13 22:02:35 NZST,https://sownotx.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-06-13 22:02:35 NZST,https://skylineltdfx.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-06-13 22:02:36 NZST,https://skncoin.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-06-13 22:02:36 NZST,https://sknfx.net,Not Alive,Error,net,2025-02-17,2025-05-09
2025-06-13 22:02:37 NZST,https://sstraderltd.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-06-13 22:02:37 NZST,https://ssjtcf-forex.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-06-13 22:02:38 NZST,https://shtne.vip,Not Alive,Error,vip,2025-02-17,2025-05-09
2025-06-13 22:02:38 NZST,https://ssjtcf-forex.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-06-13 22:02:39 NZST,https://sedxltd.com,Status 403,403,com,2025-02-17,2025-05-09
2025-06-13 22:02:40 NZST,https://saxoasin.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-06-13 22:02:40 NZST,https://saxobankasia.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-06-13 22:02:42 NZST,https://rivergloballtd.com,Alive,200,com,2025-02-17,2025-05-09
2025-06-13 22:02:42 NZST,https://prudentialweb.bizdw.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-06-13 22:02:43 NZST,https://pepperstonevip.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-06-13 22:02:43 NZST,https://parrtd.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-06-13 22:02:44 NZST,https://onewaytex.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-06-13 22:02:44 NZST,https://xynnyse.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-06-13 22:02:45 NZST,https://yqanyse.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-06-13 22:02:46 NZST,https://yqenyse.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-06-13 22:02:46 NZST,https://novalimited.info,Not Alive,Error,info,2025-02-17,2025-05-09
2025-06-13 22:02:47 NZST,https://newsmarketsltd.com,Status 403,403,com,2025-02-17,2025-05-09
2025-06-13 22:02:48 NZST,https://neonskytd.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-06-13 22:02:48 NZST,https://neonskyfx.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-06-13 22:02:49 NZST,https://nasdaqkfx.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-06-13 22:02:49 NZST,https://mprde.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-06-13 22:02:50 NZST,https://mancuifcnet.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-06-13 22:02:50 NZST,https://madcuifcgroup.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-06-13 22:02:51 NZST,https://lszxy-fx.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-06-13 22:02:51 NZST,https://lamboxfx.cc,Not Alive,Error,cc,2025-02-17,2025-05-09
2025-06-13 22:02:52 NZST,https://libertyfxltd.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-06-13 22:02:53 NZST,https://lesenmaks.cc,Not Alive,Error,cc,2025-02-17,2025-05-09
2025-06-13 22:02:53 NZST,https://kyros.vip,Not Alive,Error,vip,2025-02-17,2025-05-09
2025-06-13 22:02:54 NZST,https://kmaicc.vip,Not Alive,Error,vip,2025-02-17,2025-05-09
2025-06-13 22:02:54 NZST,https://kmaicc.xyz,Not Alive,Error,xyz,2025-02-17,2025-05-09
2025-06-13 22:02:55 NZST,https://mt5pro.vip,Not Alive,Error,vip,2025-02-17,2025-05-09
2025-06-13 22:02:55 NZST,https://kkrrh.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-06-13 22:02:56 NZST,https://kcmtradeint.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-06-13 22:02:56 NZST,https://kcmtradeint.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-06-13 22:02:57 NZST,https://jhmfxltd.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-06-13 22:02:57 NZST,https://ivisiontrade.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-06-13 22:02:58 NZST,https://iuxmarketsfx.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-06-13 22:02:59 NZST,https://intraglobalfx.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-06-13 22:02:59 NZST,https://igmarketsfx.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-06-13 22:03:00 NZST,https://ibtpglobal.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-06-13 22:03:01 NZST,https://hxqna.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-06-13 22:03:01 NZST,https://hut8ltd.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-06-13 22:03:02 NZST,https://marketsintervip.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-06-13 22:03:02 NZST,https://marketsinter.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-06-13 22:03:03 NZST,https://gray-thy.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-06-13 22:03:03 NZST,https://gmimarkets.vip,Status 410,410,vip,2025-02-17,2025-05-09
2025-06-13 22:03:04 NZST,https://gftradese.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-06-13 22:03:04 NZST,https://gffxx-ff6.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-06-13 22:03:05 NZST,http://webmail.gffxx.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-06-13 22:03:05 NZST,https://fuwaltd.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-06-13 22:03:06 NZST,https://fuwafx.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-06-13 22:03:06 NZST,https://funding-mx.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-06-13 22:03:07 NZST,https://fogoforex.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-06-13 22:03:08 NZST,https://foboxglobal.com,Status 403,403,com,2025-02-17,2025-05-09
2025-06-13 22:03:08 NZST,https://firephoenixex.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-06-13 22:03:09 NZST,https://firephoenixig.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-06-13 22:03:09 NZST,https://firephoenixin.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-06-13 22:03:10 NZST,https://firephoenixit.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-06-13 22:03:10 NZST,https://metatrade5il.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-06-13 22:03:11 NZST,https://metatrade5it.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-06-13 22:03:11 NZST,https://metatrade5pro.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-06-13 22:03:12 NZST,https://fdglobalmarket.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-06-13 22:03:12 NZST,https://fcaageafin.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-06-13 22:03:13 NZST,https://fbssltd.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-06-13 22:03:14 NZST,https://exclusivegoldfx.com,Status 403,403,com,2025-02-17,2025-05-09
2025-06-13 22:03:15 NZST,https://buxmarketstd.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-06-13 22:03:15 NZST,https://eibcfinancldif.icu,Not Alive,Error,icu,2025-02-17,2025-05-09
2025-06-13 22:03:16 NZST,https://wwwdxi.botaifrp.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-06-13 22:03:16 NZST,https://dtxmaiketx.cc,Not Alive,Error,cc,2025-02-17,2025-05-09
2025-06-13 22:03:17 NZST,https://dtx-markets.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-06-13 22:03:17 NZST,https://dml-markets.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-06-13 22:03:18 NZST,https://dkglob.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-06-13 22:03:18 NZST,https://deoasis.net,Not Alive,Error,net,2025-02-17,2025-05-09
2025-06-13 22:03:19 NZST,https://pecodefx.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-06-13 22:03:20 NZST,https://dcmmarkets.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-06-13 22:03:20 NZST,https://dbgmarkentskinlhdsb.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-06-13 22:03:21 NZST,https://dbgmarkentskinlted.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-06-13 22:03:21 NZST,https://cxmtra.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-06-13 22:03:22 NZST,https://comcvip.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-06-13 22:03:22 NZST,https://comcfx.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-06-13 22:03:23 NZST,https://comeafx.com,Not Alive,Error,com,2025-02-17,2025-05-09
