Ping_Timestamp_NZ,URL,Status,HTTP_Code,DNS_TLD,nca_registration_date,modification_date
2025-05-16 09:38:10 NZST,https://skylineltdfx.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-05-16 09:38:10 NZST,https://skncoin.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-05-16 09:38:11 NZST,https://sknfx.net,Not Alive,Error,net,2025-02-17,2025-05-09
2025-05-16 09:38:11 NZST,https://sstraderltd.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-05-16 09:38:12 NZST,https://ssjtcf-forex.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-05-16 09:38:13 NZST,https://shtne.vip,Not Alive,Error,vip,2025-02-17,2025-05-09
2025-05-16 09:38:13 NZST,https://ssjtcf-forex.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-05-16 09:38:14 NZST,https://sedxltd.com,Status 403,403,com,2025-02-17,2025-05-09
2025-05-16 09:38:15 NZST,https://saxoasin.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-05-16 09:38:15 NZST,https://saxobankasia.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-05-16 09:38:16 NZST,https://rivergloballtd.com,Status 521,521,com,2025-02-17,2025-05-09
2025-05-16 09:38:16 NZST,https://prudentialweb.bizdw.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-05-16 09:38:17 NZST,https://pepperstonevip.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-05-16 09:38:18 NZST,https://parrtd.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-05-16 09:38:18 NZST,https://onewaytex.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-05-16 09:38:19 NZST,https://xynnyse.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-05-16 09:38:19 NZST,https://yqanyse.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-05-16 09:38:20 NZST,https://yqenyse.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-05-16 09:38:20 NZST,https://novalimited.info,Not Alive,Error,info,2025-02-17,2025-05-09
2025-05-16 09:38:21 NZST,https://newsmarketsltd.com,Status 403,403,com,2025-02-17,2025-05-09
2025-05-16 09:38:22 NZST,https://neonskytd.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-05-16 09:38:22 NZST,https://neonskyfx.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-05-16 09:38:23 NZST,https://nasdaqkfx.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-05-16 09:38:23 NZST,https://mprde.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-05-16 09:38:24 NZST,https://mancuifcnet.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-05-16 09:38:25 NZST,https://madcuifcgroup.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-05-16 09:38:25 NZST,https://lszxy-fx.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-05-16 09:38:26 NZST,https://lamboxfx.cc,Not Alive,Error,cc,2025-02-17,2025-05-09
2025-05-16 09:38:26 NZST,https://libertyfxltd.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-05-16 09:38:27 NZST,https://lesenmaks.cc,Not Alive,Error,cc,2025-02-17,2025-05-09
2025-05-16 09:38:27 NZST,https://kyros.vip,Not Alive,Error,vip,2025-02-17,2025-05-09
2025-05-16 09:38:28 NZST,https://kmaicc.vip,Not Alive,Error,vip,2025-02-17,2025-05-09
2025-05-16 09:38:28 NZST,https://kmaicc.xyz,Not Alive,Error,xyz,2025-02-17,2025-05-09
2025-05-16 09:38:29 NZST,https://mt5pro.vip,Not Alive,Error,vip,2025-02-17,2025-05-09
2025-05-16 09:38:29 NZST,https://kkrrh.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-05-16 09:38:30 NZST,https://kcmtradeint.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-05-16 09:38:30 NZST,https://kcmtradeint.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-05-16 09:38:31 NZST,https://jhmfxltd.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-05-16 09:38:31 NZST,https://ivisiontrade.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-05-16 09:38:32 NZST,https://iuxmarketsfx.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-05-16 09:38:33 NZST,https://intraglobalfx.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-05-16 09:38:33 NZST,https://igmarketsfx.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-05-16 09:38:34 NZST,https://ibtpglobal.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-05-16 09:38:35 NZST,https://hxqna.com,Status 436,436,com,2025-02-17,2025-05-09
2025-05-16 09:38:35 NZST,https://hut8ltd.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-05-16 09:38:36 NZST,https://marketsintervip.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-05-16 09:38:37 NZST,https://marketsinter.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-05-16 09:38:37 NZST,https://gray-thy.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-05-16 09:38:38 NZST,https://gmimarkets.vip,Status 410,410,vip,2025-02-17,2025-05-09
2025-05-16 09:38:39 NZST,https://gftradese.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-05-16 09:38:39 NZST,https://gffxx-ff6.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-05-16 09:38:40 NZST,http://webmail.gffxx.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-05-16 09:38:40 NZST,https://fuwaltd.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-05-16 09:38:41 NZST,https://fuwafx.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-05-16 09:38:41 NZST,https://funding-mx.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-05-16 09:38:42 NZST,https://fogoforex.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-05-16 09:38:42 NZST,https://foboxglobal.com,Status 403,403,com,2025-02-17,2025-05-09
2025-05-16 09:38:43 NZST,https://firephoenixex.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-05-16 09:38:43 NZST,https://firephoenixig.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-05-16 09:38:44 NZST,https://firephoenixin.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-05-16 09:38:44 NZST,https://firephoenixit.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-05-16 09:38:45 NZST,https://metatrade5il.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-05-16 09:38:45 NZST,https://metatrade5it.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-05-16 09:38:46 NZST,https://metatrade5pro.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-05-16 09:38:46 NZST,https://fdglobalmarket.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-05-16 09:38:47 NZST,https://fcaageafin.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-05-16 09:38:48 NZST,https://fbssltd.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-05-16 09:38:49 NZST,https://exclusivegoldfx.com,Status 403,403,com,2025-02-17,2025-05-09
2025-05-16 09:38:49 NZST,https://buxmarketstd.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-05-16 09:38:50 NZST,https://eibcfinancldif.icu,Not Alive,Error,icu,2025-02-17,2025-05-09
2025-05-16 09:38:50 NZST,https://wwwdxi.botaifrp.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-05-16 09:38:51 NZST,https://dtxmaiketx.cc,Not Alive,Error,cc,2025-02-17,2025-05-09
2025-05-16 09:38:51 NZST,https://dtx-markets.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-05-16 09:38:52 NZST,https://dml-markets.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-05-16 09:38:52 NZST,https://dkglob.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-05-16 09:38:53 NZST,https://deoasis.net,Not Alive,Error,net,2025-02-17,2025-05-09
2025-05-16 09:38:53 NZST,https://pecodefx.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-05-16 09:38:54 NZST,https://dcmmarkets.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-05-16 09:38:55 NZST,https://dbgmarkentskinlhdsb.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-05-16 09:38:55 NZST,https://dbgmarkentskinlted.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-05-16 09:38:56 NZST,https://cxmtra.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-05-16 09:38:56 NZST,https://comcvip.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-05-16 09:38:57 NZST,https://comcfx.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-05-16 09:38:57 NZST,https://comeafx.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-05-16 09:38:58 NZST,https://cometa-global.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-05-16 09:38:58 NZST,https://catalystgroupstar.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-05-16 09:38:59 NZST,https://capitalmanager.link,Not Alive,Error,link,2025-02-17,2025-05-09
2025-05-16 09:38:59 NZST,https://capitalmanager.net,Not Alive,Error,net,2025-02-17,2025-05-09
2025-05-16 09:39:00 NZST,https://tradercgomarkets.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-05-16 09:39:00 NZST,https://tradercgmarkets.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-05-16 09:39:01 NZST,https://btgrdo.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-05-16 09:39:01 NZST,https://branctrade.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-05-16 09:39:02 NZST,https://bscapm.com,Status 404,404,com,2025-02-17,2025-05-09
2025-05-16 09:39:03 NZST,https://branch-forex.com,Alive,200,com,2025-02-17,2025-05-09
2025-05-16 09:39:04 NZST,https://branch-fx-one.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-05-16 09:39:05 NZST,https://boloniltd.com,Alive,200,com,2025-02-17,2025-05-09
2025-05-16 09:39:06 NZST,https://blueberry-global.com,Status 403,403,com,2025-02-17,2025-05-09
2025-05-16 09:39:07 NZST,https://blkinternationalltd.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-05-16 09:39:07 NZST,https://blgpro.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-05-16 09:39:08 NZST,https://blackbullfxltd.com,Status 403,403,com,2025-02-17,2025-05-09
2025-05-16 09:39:09 NZST,https://blackbullfxltd.com,Status 403,403,com,2025-02-17,2025-05-09
2025-05-16 09:39:10 NZST,https://bitpieexc.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-05-16 09:39:10 NZST,https://gf.bitceco.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-05-16 09:39:11 NZST,https://bitcecoin.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-05-16 09:39:11 NZST,https://baazexdx.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-05-16 09:39:12 NZST,https://baazexfx.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-05-16 09:39:13 NZST,https://ausglobalforex.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-05-16 09:39:13 NZST,https://atfxgoldsvip.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-05-16 09:39:14 NZST,https://atfxgoldvip.cc,Not Alive,Error,cc,2025-02-17,2025-05-09
2025-05-16 09:39:14 NZST,https://aslasll.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-05-16 09:39:15 NZST,https://apexfxent.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-05-16 09:39:15 NZST,https://ancetdfx.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-05-16 09:39:16 NZST,https://ancetd.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-05-16 09:39:16 NZST,https://fproalizan.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-05-16 09:39:17 NZST,https://aeestgroup.com,Status 403,403,com,2025-02-17,2025-05-09
2025-05-16 09:39:23 NZST,https://fxpioneet.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-05-16 09:39:24 NZST,https://gaitameonlinefx.com,Alive,200,com,2025-02-17,2025-05-09
2025-05-16 09:39:25 NZST,https://247markettrade.com,Not Alive,Error,com,2025-02-17,2025-05-09
2025-05-16 09:39:26 NZST,https://www.gbtcmarkets.com,Alive,200,com,2025-04-30,2025-05-02
2025-05-16 09:39:26 NZST,https://lquid.finance,Not Alive,Error,finance,2025-05-02,2025-05-02
2025-05-16 09:39:27 NZST,https://capitalxtrade.com,Not Alive,Error,com,2025-04-23,2025-05-02
2025-05-16 09:39:27 NZST,https://coyken.com,Not Alive,Error,com,2025-04-23,2025-05-02
2025-05-16 09:39:28 NZST,https://peachlimit.com,Status 404,404,com,2025-04-23,2025-05-02
2025-05-16 09:39:29 NZST,https://www.opuscoin.com,Alive,200,com,2025-04-29,2025-05-02
2025-05-16 09:39:30 NZST,https://www.bib-btc.com,Not Alive,Error,com,2024-11-22,2025-05-02
2025-05-16 09:39:30 NZST,https://www.alpha-eths.com,Alive,200,com,2024-11-22,2025-05-02
2025-05-16 09:39:31 NZST,https://www.alphas-eths.com,Alive,200,com,2024-11-22,2025-05-02
2025-05-16 09:39:32 NZST,https://www.alppha-eth.com,Alive,200,com,2024-11-22,2025-05-02
2025-05-16 09:39:33 NZST,https://www.appes-online.com,Not Alive,Error,com,2024-11-22,2025-05-02
2025-05-16 09:39:33 NZST,https://www.copperint.top,Not Alive,Error,top,2024-11-22,2025-05-02
2025-05-16 09:39:34 NZST,https://www.ic-market.co,Not Alive,Error,co,2024-11-22,2025-05-02
2025-05-16 09:39:34 NZST,https://www.icint24.com,Not Alive,Error,com,2024-11-22,2025-05-02
2025-05-16 09:39:35 NZST,https://www.icintapp.com,Not Alive,Error,com,2024-11-22,2025-05-02
2025-05-16 09:39:35 NZST,https://www.icmarketglobalpro.com,Not Alive,Error,com,2024-11-22,2025-05-02
2025-05-16 09:39:36 NZST,https://www.kcex-btc.com,Not Alive,Error,com,2024-11-22,2025-05-02
2025-05-16 09:39:36 NZST,https://www.thecopperint.com,Not Alive,Error,com,2024-11-22,2025-05-02
2025-05-16 09:39:37 NZST,https://www.whallefin-btc.com,Alive,200,com,2024-11-22,2025-05-02
2025-05-16 09:39:38 NZST,https://www.eth-alpha.com/;,Not Alive,Error,com,2024-11-05,2025-05-02
2025-05-16 09:39:39 NZST,https://www.allpha-btc.com,Not Alive,Error,com,2024-11-05,2025-05-02
2025-05-16 09:39:39 NZST,https://www.allpha-eth.com,Not Alive,Error,com,2024-11-05,2025-05-02
2025-05-16 09:39:40 NZST,https://www.profitcs.net,Alive,200,net,2024-08-07,2025-05-02
2025-05-16 09:39:40 NZST,https://dynamic-arb.vip;,Not Alive,Error,,2024-08-07,2025-05-02
2025-05-16 09:39:41 NZST,https://www.ptounxd.com/;,Alive,200,com,2024-08-07,2025-05-02
2025-05-16 09:39:42 NZST,https://ptounz.com/#/;,Not Alive,Error,com,2024-08-07,2025-05-02
2025-05-16 09:39:42 NZST,https://www.ptounxd.com/;,Alive,200,com,2024-08-07,2025-05-02
2025-05-16 09:39:43 NZST,https://www.ptounxxm.com/;,Not Alive,Error,com,2024-08-07,2025-05-02
2025-05-16 09:39:43 NZST,https://optcoin.lol,Not Alive,Error,lol,2025-04-17,2025-05-02
2025-05-16 09:39:44 NZST,https://optcoin.com,Not Alive,Error,com,2025-04-17,2025-05-02
2025-05-16 09:39:44 NZST,https://optcoin.pro,Alive,200,pro,2025-04-17,2025-05-02
2025-05-16 09:39:45 NZST,https://optcoin1.com,Not Alive,Error,com,2025-04-17,2025-05-02
2025-05-16 09:39:46 NZST,https://optcoin12.com,Not Alive,Error,com,2025-04-17,2025-05-02
2025-05-16 09:39:46 NZST,https://optcoin13.com,Not Alive,Error,com,2025-04-17,2025-05-02
2025-05-16 09:39:47 NZST,https://optcoin15.com,Not Alive,Error,com,2025-04-17,2025-05-02
2025-05-16 09:39:47 NZST,https://optcoin2.com,Not Alive,Error,com,2025-04-17,2025-05-02
2025-05-16 09:39:48 NZST,https://optcoin21.com,Not Alive,Error,com,2025-04-17,2025-05-02
2025-05-16 09:39:48 NZST,https://optcoin22.com,Not Alive,Error,com,2025-04-17,2025-05-02
2025-05-16 09:39:49 NZST,https://optcoin23.com,Not Alive,Error,com,2025-04-17,2025-05-02
2025-05-16 09:39:49 NZST,https://optcoin25.com,Not Alive,Error,com,2025-04-17,2025-05-02
2025-05-16 09:39:50 NZST,https://optcoin36.com,Not Alive,Error,com,2025-04-17,2025-05-02
2025-05-16 09:39:50 NZST,https://optcoin4.com,Not Alive,Error,com,2025-04-17,2025-05-02
2025-05-16 09:39:51 NZST,https://optcoin5.com,Not Alive,Error,com,2025-04-17,2025-05-02
2025-05-16 09:39:51 NZST,https://optcoin51.com,Not Alive,Error,com,2025-04-17,2025-05-02
2025-05-16 09:39:52 NZST,https://optcoin53.com,Not Alive,Error,com,2025-04-17,2025-05-02
2025-05-16 09:39:52 NZST,https://optcoin54.com,Not Alive,Error,com,2025-04-17,2025-05-02
2025-05-16 09:39:53 NZST,https://optcoin55.com,Not Alive,Error,com,2025-04-17,2025-05-02
2025-05-16 09:39:53 NZST,https://optcoin56.com,Not Alive,Error,com,2025-04-17,2025-05-02
2025-05-16 09:39:54 NZST,https://optcoin61.com,Not Alive,Error,com,2025-04-17,2025-05-02
2025-05-16 09:39:54 NZST,https://optcoin63.com,Not Alive,Error,com,2025-04-17,2025-05-02
2025-05-16 09:39:55 NZST,https://optcoin64.com,Not Alive,Error,com,2025-04-17,2025-05-02
2025-05-16 09:39:56 NZST,https://optcoin65.com,Not Alive,Error,com,2025-04-17,2025-05-02
2025-05-16 09:39:56 NZST,https://optcoin8.com,Not Alive,Error,com,2025-04-17,2025-05-02
2025-05-16 09:39:57 NZST,https://optcoin9.com,Not Alive,Error,com,2025-04-17,2025-05-02
2025-05-16 09:39:57 NZST,https://optcoinap.com,Not Alive,Error,com,2025-04-17,2025-05-02
2025-05-16 09:39:58 NZST,https://optcoinwk.com,Not Alive,Error,com,2025-04-17,2025-05-02
2025-05-16 09:39:58 NZST,https://optcoinwp.com,Not Alive,Error,com,2025-04-17,2025-05-02
2025-05-16 09:40:00 NZST,https://zeeltrade.com,Alive,200,com,2025-04-16,2025-05-02
2025-05-16 09:40:00 NZST,https://zealvest.com,Status 410,410,com,2025-04-16,2025-05-02
2025-05-16 09:40:01 NZST,https://xrocecapital.com,Not Alive,Error,com,2025-04-16,2025-05-02
2025-05-16 09:40:01 NZST,https://xplorefxtrading.com,Alive,200,com,2025-04-16,2025-05-02
2025-05-16 09:40:02 NZST,https://xcointrader.com,Not Alive,Error,com,2025-04-16,2025-05-02
2025-05-16 09:40:02 NZST,https://wisecryptoinvestor.com,Not Alive,Error,com,2025-04-16,2025-05-02
2025-05-16 09:40:03 NZST,https://whales-asset.com,Not Alive,Error,com,2025-04-16,2025-05-02
2025-05-16 09:40:04 NZST,https://welfareconomics.net,Not Alive,Error,net,2025-04-16,2025-05-02
2025-05-16 09:40:04 NZST,https://vista-portfolio.com,Not Alive,Error,com,2025-04-16,2025-05-02
2025-05-16 09:40:05 NZST,https://vestprimefx.com,Alive,200,com,2025-04-16,2025-05-02
2025-05-16 09:40:06 NZST,https://vertexcapitalpro.com,Alive,200,com,2025-04-16,2025-05-02
2025-05-16 09:40:07 NZST,https://ultratopultimate.com,Not Alive,Error,com,2025-04-16,2025-05-02
2025-05-16 09:40:07 NZST,https://ultraspringkoin.com,Not Alive,Error,com,2025-04-16,2025-05-02
2025-05-16 09:40:08 NZST,https://ultimate-fund.ltd,Not Alive,Error,ltd,2025-04-16,2025-05-02
2025-05-16 09:40:08 NZST,https://truxmarkettrade.com,Not Alive,Error,com,2025-04-16,2025-05-02
2025-05-16 09:40:09 NZST,https://trustinveztment.com,Not Alive,Error,com,2025-04-16,2025-05-02
2025-05-16 09:40:09 NZST,https://trustfxtrde.com,Not Alive,Error,com,2025-04-16,2025-05-02
2025-05-16 09:40:10 NZST,https://tradingwithstockmarketprofit.com,Not Alive,Error,com,2025-04-16,2025-05-02
2025-05-16 09:40:10 NZST,https://networkchoicelab.com,Not Alive,Error,com,2025-04-16,2025-05-02
2025-05-16 09:40:11 NZST,https://tradefxlive.com,Not Alive,Error,com,2025-04-16,2025-05-02
2025-05-16 09:40:11 NZST,https://tradefxcapital.online,Not Alive,Error,online,2025-04-16,2025-05-02
2025-05-16 09:40:12 NZST,https://topwealthfx.com,Alive,200,com,2025-04-16,2025-05-02
2025-05-16 09:40:13 NZST,https://teslenergy.com,Not Alive,Error,com,2025-04-16,2025-05-02
2025-05-16 09:40:14 NZST,https://swiftcryptooptionstrade.com,Alive,200,com,2025-04-16,2025-05-02
2025-05-16 09:40:14 NZST,https://swapultratrade.com,Not Alive,Error,com,2025-04-16,2025-05-02
2025-05-16 09:40:15 NZST,https://successfulexperttrade.com,Not Alive,Error,com,2025-04-16,2025-05-02
2025-05-16 09:40:15 NZST,https://stockfxcapitals.org,Not Alive,Error,org,2025-04-16,2025-05-02
2025-05-16 09:40:16 NZST,https://stockultimatepro.com,Not Alive,Error,com,2025-04-16,2025-05-02
2025-05-16 09:40:16 NZST,https://stockcomproperties.online,Not Alive,Error,online,2025-04-16,2025-05-02
2025-05-16 09:40:17 NZST,https://stellargateinvest.com,Not Alive,Error,com,2025-04-16,2025-05-02
2025-05-16 09:40:17 NZST,https://mystakehomecrypto.com,Alive,200,com,2025-04-16,2025-05-02
2025-05-16 09:40:18 NZST,https://speedtonxhub.com,Not Alive,Error,com,2025-04-16,2025-05-02
2025-05-16 09:40:18 NZST,https://specetechfx.pro,Not Alive,Error,pro,2025-04-16,2025-05-02
2025-05-16 09:40:20 NZST,https://smartrealisticinv.com,Alive,200,com,2025-04-16,2025-05-02
2025-05-16 09:40:20 NZST,https://smartpremiertrade.com,Not Alive,Error,com,2025-04-16,2025-05-02
2025-05-16 09:40:21 NZST,https://smartoptionsinvestment.com,Not Alive,Error,com,2025-04-16,2025-05-02
2025-05-16 09:40:22 NZST,https://siritechlimited.com,Not Alive,Error,com,2025-04-16,2025-05-02
2025-05-16 09:40:22 NZST,https://royallitehub.com,Not Alive,Error,com,2025-04-16,2025-05-02
2025-05-16 09:40:23 NZST,https://relybetterinvestment.com,Not Alive,Error,com,2025-04-16,2025-05-02
2025-05-16 09:40:23 NZST,https://resprofvents.com,Not Alive,Error,com,2025-04-16,2025-05-02
2025-05-16 09:40:24 NZST,https://ranatradeportfolio.online,Not Alive,Error,online,2025-04-16,2025-05-02
2025-05-16 09:40:24 NZST,https://prontvault.com,Not Alive,Error,com,2025-04-16,2025-05-02
2025-05-16 09:40:25 NZST,https://profitzoneinvestment.live,Not Alive,Error,live,2025-04-16,2025-05-02
2025-05-16 09:40:25 NZST,https://profitabletrustmining.com,Not Alive,Error,com,2025-04-16,2025-05-02
2025-05-16 09:40:26 NZST,https://propluxvest.com,Alive,200,com,2025-04-16,2025-05-02
2025-05-16 09:40:27 NZST,https://primehubsassets.com,Not Alive,Error,com,2025-04-16,2025-05-02
2025-05-16 09:40:27 NZST,https://primeinveztment.com,Not Alive,Error,com,2025-04-16,2025-05-02
2025-05-16 09:40:28 NZST,https://preminentgoals.com,Not Alive,Error,com,2025-04-16,2025-05-02
2025-05-16 09:40:29 NZST,https://pinnaclevestltd.com,Not Alive,Error,com,2025-04-16,2025-05-02
2025-05-16 09:40:29 NZST,https://peaktradepro.com,Not Alive,Error,com,2025-04-16,2025-05-02
2025-05-16 09:40:30 NZST,https://patroncoinfx.com,Not Alive,Error,com,2025-04-16,2025-05-02
2025-05-16 09:40:30 NZST,https://optimatrust-fx.com,Not Alive,Error,com,2025-04-16,2025-05-02
2025-05-16 09:40:31 NZST,https://novaloption.com,Not Alive,Error,com,2025-04-16,2025-04-28
2025-05-16 09:40:31 NZST,https://v-king7.dynu.com,Not Alive,Error,com,2025-04-16,2025-04-28
2025-05-16 09:40:32 NZST,https://nexuscrestltd.com,Not Alive,Error,com,2025-04-16,2025-04-28
