URL,2025-05-01,2025-05-02,2025-05-03,2025-05-04,2025-05-05,2025-05-06,2025-05-07,2025-05-08,2025-05-09,2025-05-10,2025-05-11,2025-05-12,2025-05-13,2025-05-14,2025-05-15,2025-05-16,2025-05-17,2025-05-18,2025-05-19,2025-05-20,2025-05-22,2025-05-23,2025-05-24,2025-05-25,2025-05-26,2025-05-27,2025-05-28,2025-05-29,2025-06-02,2025-06-03,2025-06-04,2025-06-05,2025-06-06,2025-06-07,2025-06-08,2025-06-09,2025-06-10,2025-06-11,2025-06-12,2025-06-13,2025-06-14,2025-06-15,2025-06-16,2025-06-17,2025-06-18,2025-06-19,2025-06-20,2025-06-21,2025-06-22,2025-06-23,2025-06-24,2025-06-25,2025-06-26,2025-06-27,2025-06-28,2025-06-29,2025-06-30,2025-07-01,2025-07-02,2025-07-03,2025-07-04,2025-07-05,2025-07-06,2025-07-07,2025-07-08,2025-07-09,2025-07-10,2025-07-12,2025-07-15
https://68ea.com,Not alive,Alive,Not alive,Not alive,Not alive,Not alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive
https://68ea02.com,Not alive,Not alive,Not alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive
https://68ea1.com,Alive,Alive,Not alive,Not alive,Not alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive
https://68ea2.com,Alive,Alive,Alive,Alive,Not alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive
https://68ea3.com,Alive,Alive,Not alive,Not alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive
https://68eamys.com,Not alive,Alive,Alive,Not alive,Not alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive
https://68eaus.com,Not alive,Not alive,Alive,Not alive,Not alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive
https://B2Pay.app,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive
https://Baroxinternational.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not alive,Not alive
https://Blockchain-dep.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status 403,Status 403,Status 403,Status 403,Status 403,Status 403,Status 403,Status 403,Status 403,Status 403
https://Caddingtonlimited.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive
https://FaceBooklforextrade.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive
https://FastGrowTrade.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive
https://Faze.capital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive
https://Finiwise.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive
https://Homnifi.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive
https://MoomooInvestment.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive
https://Nextjetholdings.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alive
https://Okcax.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not alive
https://Peachlimit.com,,,,,,Not alive,Not alive,Not alive,Not alive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive
https://Pen-cpa.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive
https://Pencpa.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive
https://Pentagoncpa.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Not alive
https://Primoam.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status 503,Status 503
https://Relutor.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status 403,Status 403,Status 403,Status 403,Status 403,Status 403,Status 403,Status 403,Not alive,Not alive
https://Sanoncapital.pro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive
https://Sanoncapital.trade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive
https://Shiiro.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive
https://Soltcll.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive
https://SwiftNextrade.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Status 410
https://Swiftremita.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive
https://Xbackoffice.myxpro.app,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status 500,Status 500,Status 500,Status 500,Status 500,Status 500,Status 500,Status 500,Status 500,Status 500
https://Xpro.gitbook.io,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive
https://Zetashares.cc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alive
https://aaaxmcfd.com,Alive,Not alive,Alive,Not alive,Not alive,,,,,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive
https://aaaxmglomarkets.com,Not alive,Not alive,Not alive,Alive,Alive,,,,,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive
https://adroitlimited.com,Alive,Alive,Not alive,Not alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive
https://advanceprimetrader.com,,,,,,,,,,,,,,,,,,,,,Not alive,Not alive,Not alive,Not alive,Not alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Not alive,Alive,Alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive
https://aeestgroup.com,Not alive,Not alive,Alive,Not alive,Alive,,,,,Status 403,Status 403,Status 403,Status 403,Status 403,Status 403,Status 403,Status 403,Status 403,Status 403,Status 403,Status 403,Status 403,Status 403,Status 403,Status 403,Status 403,Status 403,Status 403,Status 403,Status 403,Status 403,Status 403,Status 403,Status 403,Status 403,Status 403,Status 403,Status 403,Status 403,Status 403,Status 403,Status 403,Status 403,Status 403,Status 403,Status 403,Status 403,Status 403,Status 403,Status 403,Status 403,Status 403,Status 403,Status 403,Status 403,Status 403,Status 403,Status 403,Status 403,Status 403,Status 403,Status 403,Status 403,Status 403,Status 403,Status 403,Status 403,Status 403,Status 403
https://aicoremarkets.com,,,,,,,,,,,,,,,,,,,,,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive
https://alliancenovatrust.pro/index-2.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alive,Alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive
https://alpalsignals.com,,,,,,,,,,,,,,,,,,,,,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive
https://alphatopultimate.com,Alive,Not alive,Not alive,Alive,Alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive
https://alts-profit.com,Not alive,Alive,Not alive,Not alive,Alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive
https://ancetd.com,Alive,Not alive,Alive,Alive,Alive,,,,,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive
https://ancetdfx.com,Alive,Alive,Not alive,Not alive,Alive,,,,,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive
https://apexfxent.com,Not alive,Alive,Not alive,Not alive,Not alive,,,,,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive
https://apexglobalfxworld.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Status 410,Status 410,Status 410,Status 410,Status 410,Status 410,Status 410,Status 410,Status 410,Alive,Status 403,Alive,Alive,Alive,Alive,Alive,Alive,Alive,Status 410
https://apogeeglobal.ltd,Not alive,Alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive
https://arbitervault.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status 403,Status 403,Status 403,Status 403,Status 403,Status 403,Status 403,Status 403,Status 403,Status 403,Status 403,Status 403,Status 403,Status 403,Status 403,Status 403,Status 403,Status 403,Status 403,Status 403,Status 403,Status 403,Status 403,Status 403,Status 403,Status 403,Status 403,Status 403,Status 403,Status 403,Status 403,Status 403,Status 403,Status 403,Status 403,Status 403,Status 403,Status 403
https://ascendhaventrust.online,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alive,Alive,Alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive,Not alive
